"","SAI","Policy_num","Prime","Competitor","Program","mstr_agt_cd","pri_agt_cd","sub_agt_cd","insured_zip_cd"
"5842","6385V9214","3K370610","ADVANTAGE INS PLLC","Hartford","BUS PAC NAIL SALONS","DBB38","X4324","X4324","85308"
"5843","6388V2214","3K370751","BAILEY PLACE INSURANCE","Erie","APART PAC BLDG 5-12 UNITS","RF791","G6683","G6683","13045"
"5845","6392V4214","3K370879","DML INSURANCE SERVICES","Hartford","OFC PAC PHYS AND SURG & OSTEOP","CCJ01","CCJ01","CCJ01","98125"
"5846","6449V9214","3K371599","VOLDICO LLC","Nationwide","BLDG PAC OFC PRIMARY","DCM02","DCM02","DCM02","40203"
"5847","6450V7214","3K371864","DECKER AGENCY INC\THE","Hartford","BLDG PAC MFG PROCESSING","CGN18","CGN18","CGN18","14215"
"5848","6467v8214","3K372105","REIS\FRANK H\INC","Other","OFC PAC INS AGENTS","DDZ17","XJ367","XJ367","12208"
"5849","6424V8214","3K372191","PAT CAMPBELL INS LLC","Liberty Mutual","APART PAC BLDG 1-4 UNITS","TE207","CHT76","CHT76","88031"
"5851","2896V2182","3K373034","EMERY & WEBB INC","Selective","BLDG PAC MERCANTILE SHOP CENTE","HF130","XW843","XW843","12550"
"5854","6503V3214","3K373058","BORRELLI PARTNERS INS","Hartford","RESTAURANT ALL OTHER - FAST FO","DKF71","DKF71","DKF71","6840"
"5856","6603V1214","3K373925","TRYTON INSURANCE GROUP","Hartford","BLDG PAC OFC PRIMARY","CFN33","X1246","X1246","75965"
"5857","6589V3214","3K373950","SOUTHGROUP INS & FIN SVCS LLC","Hartford","BUS PAC BARBER SHOPS","WY160","BTD87","BTD87","38703"
"5858","5964T6214","3K374240","MIKKELSEN-KELLY-KIPP INC","Liberty Mutual","BLDG PAC MFG PROCESSING","17777","17777","17777","60513"
"5859","6738VA214","3K375967","SIMONIS & ASSOCS AGENCY","Zurich/Farmers","RESTAURANT OTHER ETHIC CUISINE","CMV93","CMV93","CMV93","30038"
"5860","6747V4214","3K376104","CONTINENTAL BROKERS INC","FCCI","CON PAC PAINT- INTERIOR & PAPE","CVY77","CVY77","CVY77","38838"
"5862","6823V6214","3K377322","PROTECT-ALL INS AGCY INC","State Auto","GARAGE PAC BODY REPAIR AND COL","XF667","XF667","XF667","46229"
"5863","6865V1214","3K377788","DRACHMAN INS SRVC INC","Other","BLDG PAC OFC PRIMARY","G3740","SV462","SV462","85636"
"5865","6842va214","3K37795A","FINLAN\C L\& SON INC","Other","STORE PAC FOOD AND DRINKS CAND","K3802","K3802","K3802","48170"
"5866","6940V9214","3K379075","HUB INT'L-KALISPELL","CNA","OFC PAC MED SPA","G7423","X3435","X3435","59901"
"5867","6958V4214","3K379223","LONG & FOSTER INS AGCY","Liberty Mutual","BLDG PAC OFC PRIMARY","CT875","CT875","CT875","21502"
"5868","7010V4214","3K379825","HYLANT GROUP INC","Hartford","BLDG PAC APART INCIDENTAL MERC","43329","DHL20","DHL20","49221"
"5869","4368V1214","3K380037","CHRIST\LINDA A\INSURANCE","Hartford","CONSULTANTS - MANAGEMENT","CVM32","X4391","X4391","22101"
"5870","7015V7214","3K38018A","CAMBRIDGE INSURANCE SERV","The Hartford","BUS PAC DRYCLEANERS  PLANT ON","CSL46","CSL46","CSL46","85296"
"5871","4008V2214","3K380234","KEY INS OF LIVINGSTON","Hartford","OFC PAC INS AGENTS","DBL86","DBL86","DBL86","59047"
"5872","7020V3214","3K380314","MOSCHETTI\GERALD J\INS","Erie Ins.","RESTAURANT PIZZA-FAMILY STYLE","CRN41","CRN41","CRN41","15206"
"5873","6892V5214","3K380523","MDIC INSURANCE","Allied","BLDG PAC GAS STATIONS - LESSOR","VX266","CJK95","CJK95","86403"
"5874","7079VA214","3K380652","PENINSULA EXCESS INS BKR","CNA","OFC PAC - INTERIOR DECORATORS","XL699","XY753","XY753","98001"
"5875","6358V5214","3K380707","THAI CHANG AGENCY INC","Allied","BUS PAC DAY SPA","DJF18","DJF18","DJF18","30075"
"5877","7091V1214","3K380928","SCOTT ANDERSON AGCY LLC","Liberty","STORE PAC BRIDAL SHOPS","CBG32","CQV06","CQV06","80921"
"5879","7111V7214","3K381102","HUTSON-ETHERREDGE-BROWN","Allied","OFC PAC DENTISTS","2631","2631","2631","29803"
"5880","7192V4214","3K382368","GG INS SERVICES INC","Mercury","BLDG PAC MERCANTILE SHOP CENTE","DFQ88","DFQ88","DFQ88","91316"
"5881","7281V9214","3K384097","LYNDALL ASSOCIATES INC","Other","RESTAURANT STEAK BARBECUE-FAMI","KG828","KG828","KG828","44131"
"5882","7296V0214","3K384269","USI INS SVCS LLC","Hartford","STORE PAC FLORISTS SHOPS INC.","98547","X4120","X4120","47635"
"5883","7337V9214","3K38456A","FRANK LUNDIE FIN & INS","Other","RESTAURANT ALL OTHER - FAMILY","EJ330","CCB06","CCB06","23831"
"5884","7306V7214","3K38464A","BOYD & BOUFFORD INS","Other","BUS PAC NAIL SALONS","CDX04","CDX04","CDX04","3102"
"5885","7306V7214","3K38464A","BOYD & BOUFFORD INS","Citizens","BUS PAC NAIL SALONS","CDX04","CDX04","CDX04","3102"
"5886","7306V7214","3K38464A","BOYD & BOUFFORD INS","Central Mutual","BUS PAC NAIL SALONS","CDX04","CDX04","CDX04","3102"
"5887","7361V9214","3K384780","YELLOWSTONE INS GRP INC","Liberty Mutual","RESTAURANT ORIENTAL-FAMILY STY","CSF53","CSF53","CSF53","59715"
"5888","7380V2214","3K385230","RELIANCE RISK MANAGEMENT","Nationwide","APART PAC BLDG 13-24 UNITS","DJD67","DJD67","DJD67","84107"
"5889","7401v2214","3K385463","INTERNATIONAL JEWELERS","Hartford","STORE PAC CLOTHING WOMEN'S","DHG59","DHG59","DHG59","10018"
"5890","7409V9214","3K385580","SOUTHERN INSURANCE ASSOC","Hartford","BLDG PAC OFC PRIMARY","CMY55","CMY55","CMY55","37203"
"5891","7496V7214","3K386700","MASTERS COVERAGE CORP","Hartford","BLDG PAC MFG PROCESSING","F8818","HH062","PM604","10009"
"5893","7501V0214","3K387131","NEUBERGER INS SERVICES","Other","APART PAC BLDG 1-4 UNITS","JY256","DGZ02","DGZ02","7102"
"5894","7619V4214","3K388951","ADVANTAGE INS PLLC","Hartford","BUS PAC NAIL SALONS","DBB38","X4324","X4324","85032"
"5895","7634VA214","3K389530","CORNERSTONE INSURANCE","Erie Ins.","APART PAC BLDG 5-12 UNITS","CKH34","CKH34","CKH34","25526"
"5896","7708V9214","3K389831","R P RYAN INSURANCE INC","Hartford","OFC PAC ADVERTISING & COMMERCI","VM436","VM436","VM436","85024"
"5897","7723V4214","3K390031","BROWN & BROWN OF DETROIT","Other","RESTAURANT ALL OTHER - FAMILY","HH465","HH465","HH465","49635"
"5898","7722VA214","3K390196","RDS INSURANCE LLC","Other","RESTAURANT SUB SANDWICH TAKE-O","JY256","DFP00","DFP00","21218"
"5899","7749va214","3K390461","FAIR & YEAGER AGCY INC","Other","CON PAC CARPET,RUG,UPHOLSTRY C","CXX67","26411","26411","1746"
"5900","7770V6214","3K390737","J A SUNDERLAND AGENCY","Liberty Mutual","BLDG PAC OFC PRIMARY","G1012","G1012","G1012","87119"
"5901","1974R9207","3K391003","SMITH\WM A\& SON INC (B)","Hartford","OFC PAC ACTG BKNG FIRMS","X5582","KG422","KG422","10941"
"5902","7812V9214","3K391200","GREAT LAKES INS SVCS GRP","Selective","JANITORIAL SERVICES","XK785","XK785","XK785","16504"
"5903","7818V6214","3K391550","USI SOUTHWEST INC","Liberty Mutual","BLDG PAC MERCANTILE SHOP CENTE","NR760","NR760","NR760","75244"
"5904","7890V2214","3K393045","BOYLES MOAK & STONE INC","FCCI","BLDG PAC OFC PRIMARY","CHN13","CHN13","CHN13","39130"
"5907","7919V9214","3K393254","BBH ENTERPRISES LLC","Hanover","STORE PAC FOOD AND DRINKS DELI","CSP06","CSP06","CSP06","30096"
"5908","7931V0214","3K393451","ABP INSURANCE AGENCY","Erie Ins.","RESTAURANT ALL OTHER - FAST FO","PC967","PC967","PC967","23666"
"5909","7987V3214","3K393985","DESERT MOUNTAIN INS SVCS","Hartford","OFC PAC PHYS AND SURG & OSTEOP","TH887","CNQ55","CNQ55","85367"
"5910","8019V1214","3K394343","BEACON INS ASSOC INC","Nationwide","OFC PAC REAL ESTATE AGENCIES-C","CNL25","CNL25","CNL25","16055"
"5911","8021V4214","3K394564","MARIETTA INSURANCE SERV","Zurich/Farmers","JEWELRY-IMITATION AND NOVELTY","PL268","PL268","PL268","31408"
"5912","1797F1207","3K394804","RYAN\GEORGE\JR INS GROUP","State Auto","BLDG PAC OFC PRIMARY","NP355","NP355","NP355","60914"
"5913","8032V8214","3K39491A","MID ATLANTIC INS SERVS","Liberty Mutual","STORE PAC CLOTHING WOMEN'S","EJ330","X1363","X1363","77081"
"5915","7875V7214","3K395929","BROWN INS SERVICES INC","Other","BLDG PAC MERCANTILE OTHER","CXW04","CXW04","CXW04","50244"
"5916","8161v9214","3K396281","TWFG INS SERVICES INC","Hartford","BLDG PAC MERCANTILE SHOP CENTE","CCW16","CCW16","CCW16","75243"
"5917","8173V7214","3K396416","CAMBRIDGE GROUP LTD","Central Mutual","RESTAURANT OTHER ETHIC CUISINE","CMT91","CMT91","CMT91","80014"
"5919","3179M9214","3K396533","ISU COVERALL INS GROUP","Hartford","OFC PAC OPTOMETRISTS","HE771","DFH72","DFH72","60462"
"5923","5334P4214","3K397216","HAMBY & ALOISIO INC","Hartford","GENERAL STORES","CE539","CE539","CE539","30753"
"5926","8312V4214","3K398169","CO-WEST INSURANCE GROUP","Auto Owners","GARAGE PAC BODY REPAIR AND COL","61343","61343","61343","80223"
"5927","8333V7214","3K398446","TEGELER & ASSOCIATES","Hallmark","OFC PAC CHIROPRACTORS","G0675","G0675","G0675","82633"
"5928","8352V0214","3K398692","FIRST WEST INC","Liberty","STORE PAC PET SHOPS","HE740","HE740","HE740","59404"
"5929","8366V8214","3K39889A","NFP PROPERTY & CASUALTY","Other","STORE PAC GIFTS","CGR28","CRF91","CRF91","86403"
"5930","8000V1214","3K399025","MORNING STAR AGENCY INS","Other","APART PAC BLDG 5-12 UNITS","CKF98","CKF98","CKF98","90069"
"5931","8375V2214","3K399130","ROUTE 66 INSURANCE INC","Liberty Mutual","GARAGE PAC GENERAL REPAIRS WIT","CNL03","CNL03","CNL03","87107"
"5932","8387V0214","3K399154","NFP PROPERTY & CASUALTY","Hartford","OFC PAC PHYS AND SURG & OSTEOP","CGR28","CZX60","CZX60","85283"
"5933","8428V9214","3K399511","NFP PROPERTY & CASUALTY","Liberty","BLDG PAC OFC PRIMARY","CGR28","HH860","HH860","86404"
"5934","8538V6214","3K401049","POINT WEST INS ASSOC","Other","OFC PAC - INTERIOR DECORATORS","XG032","PH885","PH885","95678"
"5935","6710C3182","3K406475","BUSINESS INSUR CAROLINAS","Liberty Mutual","BLDG PAC MERCANTILE OTHER","XL819","DBW90","DBW90","91107"
"5936","8834V2214","3K409336","AFFORDABLE AMERICAN INS","American Family","CONDO PAC BLDG 5-12 UNITS","CDY41","X3866","X3866","80304"
"5937","4685W3206","3K40994A","PETERSON INS SERVS INC","Erie","RESTAURANT ALL OTHER - FAMILY","RP828","DHM76","DHM76","19147"
"5938","7692V5214","3K410175","BROKERS FACILITIES CORP","Amtrust","STORE PAC APPAREL ACCESSORIES","CTH78","CTH78","CTH78","11378"
"5939","8913V8214","3K410962","NSM INSURANCE GROUP","Philadelphia","APART PAC BLDG 5-12 UNITS","VE808","VE808","VE808","19127"
"5940","8964V8214","3K411424","HIGGINBOTHAM INS AGENCY","Other","BLDG PAC OFC PRIMARY","RM158","FV101","FV101","78665"
"5941","8965V2214","3K411485","BULLDOG INSURANCE INC","Nationwide","STORE PAC CONVENIENCE STORE W","RX841","RX841","RX841","29607"
"5942","9058VA214","3K41305A","VETINSURE LLC","Hartford","OFC PAC VETERINARIANS","DCL59","X4321","X4321","92630"
"5943","9067V4214","3K413221","ROBERTS\JONATHAN\INS AGY","Auto Owners","JANITORIAL SERVICES","CJN50","X2622","X2622","30120"
"5944","9116V2214","3K413964","ABP INSURANCE AGENCY","Main Street America","BUS PAC PRINTERS","PC967","PC967","PC967","22309"
"5945","9112V4214","3K413988","HUB INT'L GULF SOUTH","FCCI","BUS PAC FUNERAL PARLORS & CREM","76749","XG285","XG285","38635"
"5946","9331V4214","3K416917","AFFOLDER & ASSOC INC","Auto Owners","RESTAURANT ALL OTHER - FAMILY","JA300","CFD72","CFD72","15090"
"5948","9396V1214","3K417490","DESERT MOUNTAIN INS SVCS","Other","OFC PAC PHYS AND SURG & OSTEOP","TH887","CNQ55","CNQ55","85206"
"5949","9399V5214","3K417521","MILES INSURANCE AGENCY","Liberty","STORE PAC CONVENIENCE STORE W","VT448","VT448","VT448","29720"
"5950","9405V3214","3K417625","HUNT INSURANCE AGCY INC","Cincinnati","APART PAC BLDG 1-4 UNITS","EX500","EX500","EX500","60655"
"5951","9378V2214","3K417705","MICHIGAN AGENCY PARTNERS","Farmers","APART PAC BLDG 5-12 UNITS","DCL40","DCL40","DCL40","48446"
"5952","9464V3214","3K418751","FRIEDMAN ASSOCIATES","Other","GARAGE PAC GENERAL REPAIRS WIT","WB140","WB140","WB140","23462"
"5953","9484V1214","3K419028","BULLDOG INSURANCE INC","Hanover","STORE PAC FOOD AND DRINKS DELI","RX841","RX841","RX841","30024"
"5954","9490V2214","3K419170","BROWN & BROWN TAOS","Other","BLDG PAC OFC PRIMARY","TL203","G7561","G7561","87508"
"5955","5460T7214","3K419225","SEGUR\H D\INC","Other","APART PAC BLDG 5-12 UNITS","CTN30","81212","81212","6108"
"5957","9542V4214","3K420052","PRIMECO INSURANCE","Other","BLDG PAC OFC PRIMARY","G8158","G8158","G8158","30012"
"5958","9522V6214","3K420304","AMERISTAR AGENCY INC","Other","BLDG PAC MERCANTILE OTHER","ZX911","ZX911","ZX911","56302"
"5963","9570V2214","3K420562","TOWNLEY-KENTON INC","Hanover","BLDG PAC OFC PRIMARY","HG533","HG533","HG533","30066"
"5964","9572v1214","3K420598","WATKINS INSURANCE AGENCY","Auto Owners","BLDG PAC OFC PRIMARY","DCD15","VE474","VE474","30004"
"5965","9523V0214","3K420678","INS OFFICE OF AMERICA","Cincinnati","RESTAURANT ALL OTHER - FAMILY","VJ001","CDY06","CDY06","35007"
"5967","9577V4214","3K420758","HASLETT & ASSOC INS INC","Other","BLDG PAC OFC PRIMARY","FR709","FR709","FR709","85260"
"5968","9609V8214","3K421190","EA-USA INSURANCE INC","Hartford","RESTAURANT STEAK BARBECUE-FAMI","PX229","CZK15","CZK15","88310"
"5969","9653V6214","3K422033","TANNER-IBBOTSON INC","Hartford","DRY GOODS STORES","RF791","F7850","F7850","13141"
"5971","9684V8214","3K422113","LUEBBERING INS AGENCY","EMC","CON PAC HEATING-COMBINE HVAC","CNJ06","CNJ06","CNJ06","65101"
"5972","9782V7214","3K423945","CHASTEEN INSURANCE AGCY","CNA","BLDG PAC MFG PROCESSING","HG433","HG433","HG433","30605"
"5974","9814V0214","3K42404A","COASTAL PLAINS INS","Other","BLDG PAC MERCANTILE OTHER","GG046","WL630","WL630","29926"
"5975","9816va214","3K424223","C & M FIRST SERVICES INC","Other","STORE PAC ICE CREAM & FROZEN Y","46683","46683","46683","11434"
"5977","9852V8214","3K424874","EAGLE ROCK INS SERVICES","Other","OFC PAC LAWYERS","CVQ02","CVQ02","CVQ02","62526"
"5978","9624v3214","3K425521","MURRAY GROUP INS SVCS","Hanover","OFC PAC OPTOMETRISTS","F3975","F3975","F3975","12054"
"5979","1026W5214","3K427225","CONOVER BEYER ASSOC","Hartford","BLDG PAC OFC PRIMARY","HF768","HF768","HF768","11229"
"5981","1069W5214","3K427391","SECURE AMERICAN INS INC","Other","CON PAC PAINT- INTERIOR & PAPE","CXM57","CXM57","CXM57","80538"
"5982","1138W1214","3K428375","S S NESBITT & CO INC","Cincinnati","BLDG PAC MERCANTILE OTHER","NJ823","FT976","FT976","35603"
"5983","1166WA214","3K428719","EATON-PROVIDENT GROUP","Hartford","STORE PAC PHOTOGRAPHY - COMMER","DFH33","DFX60","DFX60","85382"
"5985","1214W3214","3K429022","RENASANT INSURANCE INC","Other","BLDG PAC OFC PRIMARY","HG859","HG859","HG859","38802"
"5986","1205W9214","3K429114","RISK STRATEGIES LLC","Liberty","BLDG PAC MERCANTILE OTHER","DJR82","DJR82","DJR82","98204"
"5987","1194W8214","3K429138","GARLOW INSURANCE AGENCY","Erie Ins.","APART PAC BLDG 1-4 UNITS","HU396","CLT07","CLT07","25337"
"5988","1129W7214","3K429396","MARSH & MCLENNAN AGENCY","FCCI","BLDG PAC OFC PRIMARY","FC387","F4689","F4689","31904"
"5990","1245W5214","3K429612","EWING LEAVITT INSURANCE","Cincinnati","CONDO PAC BLDG 1-4 UNITS","CT372","CT372","CT372","82070"
"5991","1311W8214","3K43044A","CANTOR INSURANCE GRP","Other","STORE PAC FOOD AND DRINKS DELI","CTC05","CTC05","CTC05","48203"
"5992","1318wa214","3K431306","BERGER & ONEAL INSURANCE","Hartford","BLDG PAC MERCANTILE SHOP CENTE","WK160","XV856","XV856","30228"
"5993","1376W5214","3K431459","LEAVITT GROUP NORTHWEST","Other","BUS PAC PRINTERS","CLT17","VF986","VF986","98188"
"5994","1174WA214","3K431496","CHRIST\LINDA A\INSURANCE","Hartford","COMPUTER CONSULTANTS","CVM32","X4391","X4391","22031"
"5995","1438W6214","3K432223","AMERICA INS BROKERS","Hartford","BUS PAC BEAUTY SHOPS","WH865","CTP60","CTP60","30058"
"5996","1377WA214","3K432352","OMNI FINANCIAL CORP","HIG","BUS PAC PRINTERS","G6278","G6278","G6278","21045"
"5997","1459w9214","3K432561","CHAUVIN AGENCY INC","Other","APART PAC BLDG 5-12 UNITS","BBJ71","BBJ71","BBJ71","12979"
"5998","1470W6214","3K432573","WILLIAMS TURNER & MATHIS","Hartford","OFC PAC CHIROPRACTORS","CBY15","X0616","X0616","30328"
"5999","8366L0200","3K432677","C CLIFTON VEIRS AGENCY","Harleysville","CON PAC LANDSCAPE GARDENING","HG121","HG121","HG121","21770"
"6000","1487W7214","3K432942","STRAWN & CO INS","Liberty Mutual","BLDG PAC OFC PRIMARY","TM408","X0774","X0774","30253"
"6001","1453w1214","3K433140","SEELY & DURLAND INC","Other","OFC PAC ACTG BKNG FIRMS","WW634","WW634","WW634","10940"
"6002","1446W6214","3K433361","BAILEY PLACE INSURANCE","Other","APART PAC BLDG 5-12 UNITS","RF791","G6683","G6683","14850"
"6004","1519W0214","3K433649","EAGLE ROCK INS SERVICES","Other","GARAGE PAC GENERAL REPAIRS WIT","CVQ02","CVQ02","CVQ02","62544"
"6006","1523W2214","3K433717","SNEED ROBINSON & GERBER","Liberty Mutual","RESTAURANT ALL OTHER - FAST FO","WR569","XW461","XW461","38060"
"6008","1571W9214","3K434370","TIDWELL & HILBURN INS","Auto Owners","APART PAC BLDG 5-12 UNITS","CCH75","XL156","XL156","30341"
"6009","1578W0214","3K434382","WILLIAMS TURNER & MATHIS","Auto Owners","STORE PAC GROCERY STORE (UP TO","CBY15","X0616","X0616","30083"
"6010","1587W5214","3K434425","ADVOCATE BROKERAGE CORP","Hartford","OFC PAC LAWYERS","G1673","G1673","G1673","6484"
"6011","1623W0214","3K435016","POWERS\DON\AGCY INC-IN","Other","BLDG PAC OFC PRIMARY","71919","71919","71919","46321"
"6012","1701W1214","3K436584","DML INSURANCE SERVICES","Hartford","BLDG PAC OFC PRIMARY","CCJ01","CCJ01","CCJ01","98122"
"6013","1707W9214","3K436603","DOLLIFF INC","Chubb","BLDG PAC OFC PRIMARY","G3946","SV952","SV952","55344"
"6014","9707E4213","3K437138","INDEPENDENT INS ADVISORS","Hanover","STORE PAC FOOD AND DRINKS BAKE","F9035","EK791","EK791","19129"
"6015","1768w8214","3K437335","AREVALO INS AGENCY LLC","Other","CON PAC TILE/STONEWORK INTERIO","DGF45","DGF45","DGF45","27529"
"6016","1739W5214","3K437415","SOUTHERN SELECT INS LLC","Hartford","CONSULTANTS - ALL OTHER","WL713","WL713","WL713","35956"
"6017","1749W4214","3K437661","WALKER & SOLOMON AGCY","Safeco","BLDG PAC MERCANTILE OTHER","HE159","HE167","HE167","78209"
"6018","1791W3214","3K438092","DUNBAR\WADE S\INS AGCY","Liberty Mutual","BUS PAC FUNERAL PARLORS & CREM","23759","CFG06","CFG06","23867"
"6019","1815W7214","3K438172","MACDONALD & PANGIONE INS","Other","RESTAURANT PIZZA-FAMILY STYLE","CXX67","HG478","HG478","1915"
"6020","1864W8214","3K439501","BURNETTE INSURANCE AGCY","Hartford","BUS PAC BEAUTY SHOPS","TN166","TN166","TN166","30024"
"6021","1889W9214","3K439513","KYPER INS AGENCY LLC","Other","OFC PAC - PSYCHIATRISTS","A6744","A6744","A6744","16652"
"6022","6767x8206","3K440075","FIRST UNITED BANK INS","Liberty Mutual","BLDG PAC MERCANTILE SHOP CENTE","DDH84","CF581","HC313","73154"
"6023","1969W9214","3K440419","ASSUREDPARTNERS OF AL","EMC","BLDG PAC MERCANTILE OTHER","HF646","CGG54","CGG54","35226"
"6024","1964W6214","3K44047A","BODY-BORNEMAN ASSOC INC","Liberty Mutual","BLDG PAC OFC PRIMARY","CSV40","HY437","HY437","19004"
"6025","1950W9214","3K440536","PCRG INSURANCE LLC","CNA","OFC PAC INS AGENTS","XG032","DJN95","DJN95","98116"
"6026","1976W4214","3K440604","DUNCAN\RICHARD","Other","RESTAURANT ITALIAN-FAMILY STYL","CBJ94","CBJ94","CBJ94","76667"
"6027","1981W0214","3K440641","FORTIS INSURANCE AGENCY","Liberty Mutual","CON PAC PAINT- INTERIOR & PAPE","DJY97","DJY97","DJY97","84010"
"6028","1988W2214","3K440849","ARIZONA INSURANCE CLINIC","Other","APART PAC BLDG 5-12 UNITS","8X719","TY320","TY320","85743"
"6029","1997w7214","3K441060","HASLETT & ASSOC INS INC","Other","MORTGAGE BROKERS","FR709","FR709","FR709","85260"
"6031","2153W3214","3K442959","MAHONEY GROUP-MESA","Other","BLDG PAC OFC PRIMARY","F3292","G2554","G2554","35226"
"6032","2171W2214","3K443121","FONNER INS ASSOC INC","Hartford","RESTAURANT OTHER ETHIC CUISINE","FV712","FV712","FV712","19111"
"6033","2816GA214","3K443643","VANKEITH INS AGENCY","Hartford","SOFTWARE DEVELOP/PRGRM SVCS","CSM80","CSM80","CSM80","30506"
"6034","2162w8214","3K443815","JIMMY ZHONG INS","Other","STORE PAC LAMP & LIGHTING FIXT","CVY78","CLH20","CLH20","11354"
"6035","2225W3214","3K443919","BLOCK\ALLAN M\AGENCY INC","Harleysville","BLDG PAC OFC PRIMARY","XJ705","XJ705","XJ705","10594"
"6036","1648W1214","3K44610A","LANDMARK INSURANCE INC","Other","RESTAURANT ALL OTHER - FAMILY","DGJ06","DGJ06","DGJ06","84767"
"6037","2405w1214","3K446123","C & M FIRST SERVICES INC","Other","RESTAURANT OTHER ETHIC CUISINE","46683","46683","46683","11213"
"6038","2428w3214","3K446657","STAR CITY INSURANCE LLC","State Auto","BUS PAC BEAUTY SHOPS","CWM02","CWP06","CWP06","71667"
"6040","2425wa214","3K446830","WM G UHL AGENCY INC","Other","GARAGE PAC DETAIL SHOPS, PINST","CYN29","CYN29","CYN29","45459"
"6043","2462W2214","3K447120","H K INSURANCE INC","Hartford","OFC PAC PHYS AND SURG & OSTEOP","WH865","CSK99","CSK99","30341"
"6044","2465W6214","3K447144","LEEDS & YORK LLC","Hartford","OFC PAC PHYS AND SURG & OSTEOP","CVY57","CVY57","CVY57","89118"
"6046","2475W5214","3K447248","DESERT MOUNTAIN INS SVCS","Other","OFC PAC DENTISTS","TH887","CNQ55","CNQ55","86322"
"6047","2512w5214","3K447931","WM G UHL AGENCY INC","Hartford","OFC PAC ADVERTISING & COMMERCI","CYN29","CYN29","CYN29","45459"
"6048","2512W5214","3K447931","WM G UHL AGENCY INC","Other","OFC PAC ADVERTISING & COMMERCI","CYN29","CYN29","CYN29","45459"
"6049","2529W6214","3K448189","RIORDAN INSURANCE GROUP","EMC","BLDG PAC GAS STATIONS - LESSOR","DJR06","DJR06","DJR06","60007"
"6050","2544W1214","3K448282","BROWN & BROWN OF WA INC","Hanover","CONDO PAC BLDG 1-4 UNITS","HE744","JW892","JW892","98105"
"6055","2569W2214","3K448595","SONU INSURANCE AGENCY","Zurich","STORE PAC PHOTOGRAPHY - PORTRA","WH865","CHV57","CHV57","30096"
